,Country,Code,Year,Population (historical estimates),"Indicator:Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%) - Sex:Both sexes",Schizophrenia disorders (share of population) - Sex: Both - Age: Age-standardized,Depressive disorders (share of population) - Sex: Both - Age: Age-standardized,Anxiety disorders (share of population) - Sex: Both - Age: Age-standardized,Bipolar disorders (share of population) - Sex: Both - Age: Age-standardized,Eating disorders (share of population) - Sex: Both - Age: Age-standardized,headcount_ratio_upper_mid_income_povline,headcount_ratio_1000
4249,Malta,MLT,2006,411204.0,27.0,0.27552626,3.039142,6.290441,0.91330427,0.3716849,0.82714426222475,2.2498518219358
4250,Malta,MLT,2007,412091.0,27.4,0.27544096,3.0209856,6.28564,0.9131695,0.37372634,0.97633508991632,2.84843354815162
4251,Malta,MLT,2007,412091.0,27.4,0.27544096,3.0209856,6.28564,0.9131695,0.37372634,1.12575460642875,2.30589477437709
4252,Malta,MLT,2008,413407.0,27.9,0.27536783,2.999086,6.28068,0.91304904,0.37602434,0.46810803349215,1.36047741604895
4253,Malta,MLT,2008,413407.0,27.9,0.27536783,2.999086,6.28068,0.91304904,0.37602434,0.58942221662534,1.0000148462189
4254,Malta,MLT,2009,415509.0,28.3,0.275304,2.9828532,6.2759886,0.91295666,0.3780618,0.77725340011677,2.24170008851778
4255,Malta,MLT,2009,415509.0,28.3,0.275304,2.9828532,6.2759886,0.91295666,0.3780618,1.0006418553351,1.79468009575651
4256,Malta,MLT,2010,418758.0,28.7,0.27529678,2.975985,6.273884,0.9128468,0.38009652,0.45685679109368,1.5398328104533
4257,Malta,MLT,2010,418758.0,28.7,0.27529678,2.975985,6.273884,0.9128468,0.38009652,0.46306029970689,1.26558706937665
4258,Malta,MLT,2011,423577.0,29.1,0.27541226,2.9820638,6.276601,0.91275734,0.38258132,0.46538141674611,1.14624965280418
4259,Malta,MLT,2011,423577.0,29.1,0.27541226,2.9820638,6.276601,0.91275734,0.38258132,0.56318033578464,0.94757616781641
4260,Malta,MLT,2012,429912.0,29.5,0.27564093,2.995023,6.2834086,0.9126444,0.38524866,0.35492613064648,1.60124789685567
4261,Malta,MLT,2012,429912.0,29.5,0.27564093,2.995023,6.2834086,0.9126444,0.38524866,0.43891847748685,1.01089941822115
4262,Malta,MLT,2013,437531.0,29.9,0.27594712,3.0117989,6.291862,0.91255623,0.38866204,0.18144380183268,0.8377784817703101
4263,Malta,MLT,2013,437531.0,29.9,0.27594712,3.0117989,6.291862,0.91255623,0.38866204,0.19352912995713,0.7619575418891
4264,Malta,MLT,2014,446449.0,30.3,0.27624458,3.027195,6.2975945,0.9124973,0.39305118,0.0854104683620743,0.9263530900007
4265,Malta,MLT,2014,446449.0,30.3,0.27624458,3.027195,6.2975945,0.9124973,0.39305118,0.1419002864259899,0.61234279049633
4266,Malta,MLT,2015,456585.0,30.6,0.2764986,3.034439,6.297858,0.9124354,0.3973738,0.28889401518964,0.8501738844722599
4267,Malta,MLT,2015,456585.0,30.6,0.2764986,3.034439,6.297858,0.9124354,0.3973738,0.28889401518964,0.63277162731745
4268,Malta,MLT,2016,467717.0,31.0,0.27743587,3.031466,6.2660394,0.9123734,0.4044034,0.25101214385992,0.61809434441635
4269,Malta,MLT,2016,467717.0,31.0,0.27743587,3.031466,6.2660394,0.9123734,0.4044034,0.2984706133015299,0.52227018133175
4300,Mauritania,MRT,1993,2237070.0,3.9,0.21897848,3.7386756,2.7243934,0.5560601,0.10190878,88.52261183259465,97.1340696583067
4301,Mauritania,MRT,1993,2237070.0,3.9,0.21897848,3.7386756,2.7243934,0.5560601,0.10190878,91.19956023422397,96.34763254517864
4303,Mauritania,MRT,1995,2380345.0,4.4,0.21926294,3.7216244,2.7223227,0.55607736,0.10179721,78.83886051854941,94.84274281186946
4304,Mauritania,MRT,1995,2380345.0,4.4,0.21926294,3.7216244,2.7223227,0.55607736,0.10179721,84.00199088948827,92.94047910539352
4309,Mauritania,MRT,2000,2695018.0,5.7,0.21781775,3.6522398,2.7200859,0.55611604,0.100447245,76.0344227096639,92.91945414904826
4310,Mauritania,MRT,2000,2695018.0,5.7,0.21781775,3.6522398,2.7200859,0.55611604,0.100447245,80.9424322417528,91.13565699935516
4314,Mauritania,MRT,2004,2946583.0,6.9,0.21874514,3.6020732,2.7282462,0.55613065,0.10131626,77.6988141869654,93.18411971983792
4315,Mauritania,MRT,2004,2946583.0,6.9,0.21874514,3.6020732,2.7282462,0.55613065,0.10131626,82.6342581489685,91.72253092317752
4319,Mauritania,MRT,2008,3233342.0,8.2,0.2184782,3.5634582,2.723158,0.55612546,0.10431892,64.86471936024259,90.6491396040374
4320,Mauritania,MRT,2008,3233342.0,8.2,0.2184782,3.5634582,2.723158,0.55612546,0.10431892,71.63362161459243,87.65552652167878
4326,Mauritania,MRT,2014,3843181.0,10.5,0.21895811,3.6193888,2.7322915,0.5561021,0.11037303,58.80512532821541,89.99805625218652
4327,Mauritania,MRT,2014,3843181.0,10.5,0.21895811,3.6193888,2.7322915,0.5561021,0.11037303,66.7636026513021,86.86478448683522
4346,Mauritius,MUS,2006,1264777.0,8.2,0.30204606,4.1880627,3.8297505,0.33749452,0.12092388,21.09321014869718,62.16055365404264
4347,Mauritius,MUS,2006,1264777.0,8.2,0.30204606,4.1880627,3.8297505,0.33749452,0.12092388,22.79438057680931,48.51056218402982
4353,Mauritius,MUS,2012,1288753.0,10.1,0.30413693,3.959649,3.8531513,0.33748728,0.12745106,17.90178829171892,55.53089989720779
4354,Mauritius,MUS,2012,1288753.0,10.1,0.30413693,3.959649,3.8531513,0.33748728,0.12745106,19.37313086340278,42.200018806358855
4361,Mexico,MEX,1992,84993160.0,14.9,0.28150085,3.07828,2.8786445,0.91552734,0.22865278,43.2522097014636,70.46587272582336
4362,Mexico,MEX,1992,84993160.0,14.9,0.28150085,3.07828,2.8786445,0.91552734,0.22865278,47.64326047558996,65.29296748280342
4364,Mexico,MEX,1994,88314416.0,15.9,0.28139448,3.1036482,2.8795357,0.91553444,0.23073445,42.39424964032598,68.8935082828299
4365,Mexico,MEX,1994,88314416.0,15.9,0.28139448,3.1036482,2.8795357,0.91553444,0.23073445,46.59844087067773,63.76953440763634
4367,Mexico,MEX,1996,91586560.0,16.9,0.2814858,3.1213078,2.9184458,0.91563857,0.23129871,59.32353283326272,81.10754853341075
4368,Mexico,MEX,1996,91586560.0,16.9,0.2814858,3.1213078,2.9184458,0.91563857,0.23129871,63.254972374445884,77.04193867696746
4370,Mexico,MEX,1998,94767288.0,18.0,0.2819127,3.1428876,3.120639,0.91583,0.23136711,51.15029429361218,75.99593859469152
4371,Mexico,MEX,1998,94767288.0,18.0,0.2819127,3.1428876,3.120639,0.91583,0.23136711,55.1955033875968,71.52325530971424
4373,Mexico,MEX,2000,97873448.0,19.1,0.28222054,3.1646032,3.3211372,0.9160177,0.23189592,43.81895390589549,70.56509321848162
4374,Mexico,MEX,2000,97873448.0,19.1,0.28222054,3.1646032,3.3211372,0.9160177,0.23189592,48.17638686992301,64.86335098688357
4376,Mexico,MEX,2002,100917080.0,20.2,0.28216806,3.1859646,3.466498,0.9160858,0.23344405,40.6216320678026,69.6756202210171
4377,Mexico,MEX,2002,100917080.0,20.2,0.28216806,3.1859646,3.466498,0.9160858,0.23344405,45.31137527952717,64.4748664444933
4379,Mexico,MEX,2004,103945816.0,21.4,0.28207493,3.2114294,3.5926807,0.9160581,0.23554108,37.371277911522846,66.59202679083366
4380,Mexico,MEX,2004,103945816.0,21.4,0.28207493,3.2114294,3.5926807,0.9160581,0.23554108,42.12682289352837,61.11918023510447
4381,Mexico,MEX,2005,105442400.0,22.0,0.28210998,3.2251909,3.624821,0.91601604,0.23616166,36.70751681623729,65.57580721450742
4382,Mexico,MEX,2005,105442400.0,22.0,0.28210998,3.2251909,3.624821,0.91601604,0.23616166,40.89601731237807,59.35441555617229
4383,Mexico,MEX,2006,106886792.0,22.6,0.2823245,3.258041,3.6421173,0.9159548,0.23656824,33.06658797131455,63.0857463790712
4384,Mexico,MEX,2006,106886792.0,22.6,0.2823245,3.258041,3.6421173,0.9159548,0.23656824,37.15733651477259,56.49536806274793
4386,Mexico,MEX,2008,109684496.0,23.7,0.28318757,3.385336,3.6707828,0.9158019,0.2377733,33.40539259769803,61.990016768048505
4387,Mexico,MEX,2008,109684496.0,23.7,0.28318757,3.385336,3.6707828,0.9158019,0.2377733,37.78046899775398,56.05603056752357
4389,Mexico,MEX,2010,112532400.0,24.9,0.2838278,3.483295,3.674324,0.9156385,0.23850219,33.318527671216344,63.96934783745215
4390,Mexico,MEX,2010,112532400.0,24.9,0.2838278,3.483295,3.674324,0.9156385,0.23850219,38.08594612529425,58.16208212931065
4392,Mexico,MEX,2012,115755912.0,26.0,0.28404537,3.5144846,3.61244,0.9154642,0.23817073,31.592030369061856,62.2559643271069
4393,Mexico,MEX,2012,115755912.0,26.0,0.28404537,3.5144846,3.61244,0.9154642,0.23817073,35.41652371067871,55.38839990438662
4395,Mexico,MEX,2014,118755888.0,27.2,0.28424886,3.5309756,3.5272696,0.9152877,0.23748134,33.25679623978644,65.17381485014984
4396,Mexico,MEX,2014,118755888.0,27.2,0.28424886,3.5309756,3.5272696,0.9152877,0.23748134,38.29865049839673,59.30755610956289
4398,Mexico,MEX,2016,121519224.0,28.4,0.28466198,3.5330222,3.5043697,0.9151132,0.23892775,29.360398387616087,60.29480352779583
4399,Mexico,MEX,2016,121519224.0,28.4,0.28466198,3.5330222,3.5043697,0.9151132,0.23892775,33.580656298282044,53.96015696065572
4410,Micronesia (country),FSM,2000,111725.0,31.2,0.26880008,2.9661262,3.9658556,0.2646546,0.07672767,75.21109580542382,88.30271611688872
4411,Micronesia (country),FSM,2000,111725.0,31.2,0.26880008,2.9661262,3.9658556,0.2646546,0.07672767,78.36254850208731,86.87157593665549
4416,Micronesia (country),FSM,2005,110957.0,33.9,0.27182055,2.9381378,3.9328313,0.26458457,0.07789472,51.57906871690986,80.37828506914248
4417,Micronesia (country),FSM,2005,110957.0,33.9,0.27182055,2.9381378,3.9328313,0.26458457,0.07789472,59.7418482396347,77.42625025444426
4425,Micronesia (country),FSM,2013,108616.0,39.3,0.27071023,2.9044197,4.0193005,0.26449862,0.07856498,69.0587778455939,90.77622870839156
4426,Micronesia (country),FSM,2013,108616.0,39.3,0.27071023,2.9044197,4.0193005,0.26449862,0.07856498,74.81985016795967,88.43257200863953
4489,Moldova,MDA,1997,4393794.0,14.0,0.26723135,3.537745,4.1057606,0.51891994,0.09693836,74.29667815008881,93.7219535220284
4490,Moldova,MDA,1997,4393794.0,14.0,0.26723135,3.537745,4.1057606,0.51891994,0.09693836,75.59839398405308,89.96520501684915
4491,Moldova,MDA,1998,4353535.0,14.3,0.2664535,3.517152,4.104984,0.5188745,0.09344309,82.9362302023158,96.04402018702974
4492,Moldova,MDA,1998,4353535.0,14.3,0.2664535,3.517152,4.104984,0.5188745,0.09344309,83.86139086099027,93.306446584315
4493,Moldova,MDA,1999,4303942.0,14.5,0.2657999,3.499081,4.104168,0.5188279,0.09091576,87.88957886410216,95.78374375261414
4494,Moldova,MDA,1999,4303942.0,14.5,0.2657999,3.499081,4.104168,0.5188279,0.09091576,88.44507691745889,94.03567355088856
4495,Moldova,MDA,2000,4251571.0,14.8,0.2654025,3.479453,4.1030645,0.5187839,0.089648046,90.06195090574306,97.92689957182392
4496,Moldova,MDA,2000,4251571.0,14.8,0.2654025,3.479453,4.1030645,0.5187839,0.089648046,90.77046320618425,96.40392583174552
4497,Moldova,MDA,2001,4200500.0,15.0,0.26514563,3.456156,4.1011677,0.5187466,0.08978215,84.9791040124163,96.22528580176252
4498,Moldova,MDA,2001,4200500.0,15.0,0.26514563,3.456156,4.1011677,0.5187466,0.08978215,85.76265806981792,93.88056468416244
4499,Moldova,MDA,2002,4147644.0,15.3,0.2648636,3.426757,4.0982227,0.5187089,0.089984864,75.46171821030005,93.73431462682105
4500,Moldova,MDA,2002,4147644.0,15.3,0.2648636,3.426757,4.0982227,0.5187089,0.089984864,76.91084371819339,90.4137205328549
4501,Moldova,MDA,2003,4093984.0,15.5,0.2646083,3.3977275,4.0948687,0.5186693,0.090403855,67.75482887170334,91.1999284455007
4502,Moldova,MDA,2003,4093984.0,15.5,0.2646083,3.3977275,4.0948687,0.5186693,0.090403855,69.59590347783833,86.0624802270696
4503,Moldova,MDA,2004,4046998.0,15.8,0.2644301,3.3683352,4.092045,0.51863146,0.09059783,68.4894332292419,91.63211126642928
4504,Moldova,MDA,2004,4046998.0,15.8,0.2644301,3.3683352,4.092045,0.51863146,0.09059783,70.22168438955624,86.75385269637611
4505,Moldova,MDA,2005,4001380.0,16.1,0.26437804,3.34504,4.0906477,0.5186019,0.090638466,73.73035582342217,93.59157340966742
4506,Moldova,MDA,2005,4001380.0,16.1,0.26437804,3.34504,4.0906477,0.5186019,0.090638466,75.25512139675655,89.21581667694106
4507,Moldova,MDA,2006,3942748.0,16.3,0.26449952,3.3229082,4.090475,0.5185809,0.091443025,39.86493961503768,75.80323958835561
4508,Moldova,MDA,2006,3942748.0,16.3,0.26449952,3.3229082,4.090475,0.5185809,0.091443025,41.89948411077909,64.97630166280369
4509,Moldova,MDA,2007,3876847.0,16.6,0.2647665,3.2996175,4.0905833,0.5185575,0.092620276,30.993065621376,69.95344495508016
4510,Moldova,MDA,2007,3876847.0,16.6,0.2647665,3.2996175,4.0905833,0.5185575,0.092620276,32.45222284962482,57.92042158816535
4511,Moldova,MDA,2008,3812420.0,16.9,0.26510882,3.2796276,4.0907645,0.5185317,0.09433866,32.36435129477675,71.14881477821139
4512,Moldova,MDA,2008,3812420.0,16.9,0.26510882,3.2796276,4.0907645,0.5185317,0.09433866,33.99587397908593,60.22423463313788
4513,Moldova,MDA,2009,3749496.0,17.2,0.2654559,3.2612622,4.09109,0.51850665,0.09600142,31.038459762649723,69.79551349845362
4514,Moldova,MDA,2009,3749496.0,17.2,0.2654559,3.2612622,4.09109,0.51850665,0.09600142,33.010179019011034,57.52884930325427
4515,Moldova,MDA,2010,3678186.0,17.5,0.26573676,3.2514021,4.091556,0.5184858,0.09711585,28.3227673946258,69.53599038391643
4516,Moldova,MDA,2010,3678186.0,17.5,0.26573676,3.2514021,4.091556,0.5184858,0.09711585,30.06500748200581,56.89512062997196
4517,Moldova,MDA,2011,3595135.0,17.9,0.26604795,3.2462409,4.0925145,0.51846766,0.098636076,24.95791900618895,68.65946330045965
4518,Moldova,MDA,2011,3595135.0,17.9,0.26604795,3.2462409,4.0925145,0.51846766,0.098636076,27.017741992117863,54.325414793171376
4519,Moldova,MDA,2012,3507197.0,18.3,0.26648247,3.2424574,4.093849,0.5184438,0.100388475,24.02474160585691,70.07962920621567
4520,Moldova,MDA,2012,3507197.0,18.3,0.26648247,3.2424574,4.093849,0.5184438,0.100388475,25.86204004105312,55.12872599022989
4521,Moldova,MDA,2013,3416532.0,18.7,0.26696151,3.237703,4.0951,0.51841694,0.10183205,19.17413635323561,64.79802061331696
4522,Moldova,MDA,2013,3416532.0,18.7,0.26696151,3.237703,4.0951,0.51841694,0.10183205,21.07492605469433,49.48663735766216
4523,Moldova,MDA,2014,3338338.0,19.2,0.2674067,3.2341154,4.0958242,0.5183879,0.10367582,17.89703568530469,66.30709907796769
4524,Moldova,MDA,2014,3338338.0,19.2,0.2674067,3.2341154,4.0958242,0.5183879,0.10367582,19.85505568179156,51.215859881757886
4525,Moldova,MDA,2015,3277390.0,19.6,0.2677392,3.231198,4.095845,0.5183614,0.10481612,15.544859914587269,64.41892002762854
4526,Moldova,MDA,2015,3277390.0,19.6,0.2677392,3.231198,4.095845,0.5183614,0.10481612,17.665110050741852,47.60146944264135
4527,Moldova,MDA,2016,3225125.0,20.1,0.26811123,3.2340887,4.088228,0.51833886,0.105834305,15.85064357027885,67.84151389209072
4528,Moldova,MDA,2016,3225125.0,20.1,0.26811123,3.2340887,4.088228,0.51833886,0.105834305,17.71772326832766,50.49744123883584
4534,Mongolia,MNG,1995,2330339.0,8.4,0.2627955,4.04208,2.104614,0.4996811,0.09683665,70.23182376283029,93.04653150784468
4535,Mongolia,MNG,1995,2330339.0,8.4,0.2627955,4.04208,2.104614,0.4996811,0.09683665,79.29736543170306,92.06002526450544
4538,Mongolia,MNG,1998,2405156.0,9.2,0.26249528,4.0728865,2.1134846,0.49976403,0.096240394,89.63559476685111,99.11463539854452
4539,Mongolia,MNG,1998,2405156.0,9.2,0.26249528,4.0728865,2.1134846,0.49976403,0.096240394,94.0506485403944,98.8013693009008
4543,Mongolia,MNG,2002,2494622.0,10.5,0.2632107,4.0914,2.0337212,0.4998338,0.09726847,67.41303345566656,92.9159052182348
4544,Mongolia,MNG,2002,2494622.0,10.5,0.2632107,4.0914,2.0337212,0.4998338,0.09726847,76.98571329461792,91.84956847184029
4549,Mongolia,MNG,2007,2605647.0,12.9,0.2651507,4.067905,1.8799964,0.49988732,0.10453269,40.15519728393933,75.17350572488171
4550,Mongolia,MNG,2007,2605647.0,12.9,0.2651507,4.067905,1.8799964,0.49988732,0.10453269,50.6164078071748,73.0409516149965
4553,Mongolia,MNG,2010,2702527.0,14.9,0.26581562,4.019618,1.881692,0.4999164,0.11164429,37.42135510621496,75.70391631392975
4554,Mongolia,MNG,2010,2702527.0,14.9,0.26581562,4.019618,1.881692,0.4999164,0.11164429,48.96208771755154,73.29765803411826
4555,Mongolia,MNG,2011,2743946.0,15.6,0.26640323,4.0157495,1.8826869,0.499926,0.1141644,31.91559234215341,71.30059318627117
4556,Mongolia,MNG,2011,2743946.0,15.6,0.26640323,4.0157495,1.8826869,0.499926,0.1141644,43.74069249453706,68.67926199647802
4557,Mongolia,MNG,2012,2792354.0,16.3,0.2673855,4.0146494,1.884744,0.49993572,0.11681074,23.475086275118308,62.26635593021583
4558,Mongolia,MNG,2012,2792354.0,16.3,0.2673855,4.0146494,1.884744,0.49993572,0.11681074,34.02828344468906,59.1202615837225
4560,Mongolia,MNG,2014,2902826.0,17.9,0.2696524,4.011499,1.8928206,0.49994844,0.12321242,18.20816178170157,58.3644331785511
4561,Mongolia,MNG,2014,2902826.0,17.9,0.2696524,4.011499,1.8928206,0.49994844,0.12321242,28.084624576625888,55.12843287085896
4563,Mongolia,MNG,2016,3029559.0,19.6,0.27134055,4.022192,2.0148997,0.4999535,0.12864566,29.93357770899089,70.98281036348419
4564,Mongolia,MNG,2016,3029559.0,19.6,0.27134055,4.022192,2.0148997,0.4999535,0.12864566,41.85710278886503,68.19087062057974
4580,Montenegro,MNE,2005,632885.0,19.6,0.28491038,2.8570228,3.6807544,0.5412987,0.13195473,9.34588489370233,45.50570771161763
4581,Montenegro,MNE,2005,632885.0,19.6,0.28491038,2.8570228,3.6807544,0.5412987,0.13195473,12.772985971050227,34.63799307060722
4582,Montenegro,MNE,2006,632551.0,20.1,0.28514495,2.8551579,3.6816278,0.54129666,0.13354532,8.75682249348245,41.92945327412604
4583,Montenegro,MNE,2006,632551.0,20.1,0.28514495,2.8551579,3.6816278,0.54129666,0.13354532,10.82170955305663,32.140671237802906
4584,Montenegro,MNE,2007,631931.0,20.7,0.28548422,2.850022,3.6820765,0.54128265,0.13558389,5.60726055170605,30.119374843763406
4585,Montenegro,MNE,2007,631931.0,20.7,0.28548422,2.850022,3.6820765,0.54128265,0.13558389,6.87449235057245,20.95573417272228
4586,Montenegro,MNE,2008,631475.0,21.2,0.28586608,2.8437312,3.6820118,0.54125994,0.1379078,3.32523550852701,24.05458096872556
4587,Montenegro,MNE,2008,631475.0,21.2,0.28586608,2.8437312,3.6820118,0.54125994,0.1379078,4.3068617259171,16.658663726100322
4588,Montenegro,MNE,2009,631187.0,21.7,0.28622743,2.836929,3.6814928,0.54123557,0.13994941,5.13605918458511,23.77692018565466
4589,Montenegro,MNE,2009,631187.0,21.7,0.28622743,2.836929,3.6814928,0.54123557,0.13994941,6.42257153192415,17.24582332072448
4590,Montenegro,MNE,2010,631048.0,22.1,0.2865059,2.8321443,3.6802409,0.54120845,0.14174175,4.17458951168372,30.621620317164528
4591,Montenegro,MNE,2010,631048.0,22.1,0.2865059,2.8321443,3.6802409,0.54120845,0.14174175,5.8105654223046805,23.0665302017804
4592,Montenegro,MNE,2011,631801.0,22.6,0.28681833,2.8279347,3.6773257,0.5411821,0.14331362,6.06505086653549,31.64810759517983
4593,Montenegro,MNE,2011,631801.0,22.6,0.28681833,2.8279347,3.6773257,0.5411821,0.14331362,7.829605653191201,24.72587669945431
4594,Montenegro,MNE,2012,633053.0,23.1,0.28725788,2.8222332,3.6722188,0.54115057,0.14474533,8.60137819743159,39.9264186007782
4595,Montenegro,MNE,2012,633053.0,23.1,0.28725788,2.8222332,3.6722188,0.54115057,0.14474533,23.58746838836606,47.41696487110659
4596,Montenegro,MNE,2012,633053.0,23.1,0.28725788,2.8222332,3.6722188,0.54115057,0.14474533,9.7327167827921,31.44353324143519
4597,Montenegro,MNE,2012,633053.0,23.1,0.28725788,2.8222332,3.6722188,0.54115057,0.14474533,26.307969152064697,40.91367000838033
4598,Montenegro,MNE,2013,633951.0,23.5,0.28772435,2.8166394,3.6661859,0.54111564,0.14596626,8.84211050580512,39.40125460081052
4599,Montenegro,MNE,2013,633951.0,23.5,0.28772435,2.8166394,3.6661859,0.54111564,0.14596626,20.20528642633657,46.28384933366389
4600,Montenegro,MNE,2013,633951.0,23.5,0.28772435,2.8166394,3.6661859,0.54111564,0.14596626,11.44302627586308,28.838463288144712
4601,Montenegro,MNE,2013,633951.0,23.5,0.28772435,2.8166394,3.6661859,0.54111564,0.14596626,23.26963819834845,39.64088743331722
4602,Montenegro,MNE,2014,634301.0,23.9,0.28811556,2.814571,3.6605606,0.54108447,0.14727601,4.24155364790549,36.42090718974984
4603,Montenegro,MNE,2014,634301.0,23.9,0.28811556,2.814571,3.6605606,0.54108447,0.14727601,20.4588867944057,43.42024999868384
4604,Montenegro,MNE,2014,634301.0,23.9,0.28811556,2.814571,3.6605606,0.54108447,0.14727601,7.31046686019205,27.42638548904944
4605,Montenegro,MNE,2014,634301.0,23.9,0.28811556,2.814571,3.6605606,0.54108447,0.14727601,22.609038124265545,36.95755989430088
4606,Montenegro,MNE,2015,633969.0,24.4,0.28833213,2.8116167,3.656462,0.5410546,0.14861059,19.3419537497968,43.23351645677217
4607,Montenegro,MNE,2015,633969.0,24.4,0.28833213,2.8116167,3.656462,0.5410546,0.14861059,21.251894245615,35.9043378080589
4608,Montenegro,MNE,2016,633264.0,24.9,0.28812423,2.8164325,3.6486156,0.5410291,0.15037112,15.58640030744512,36.91850039420381
4609,Montenegro,MNE,2016,633264.0,24.9,0.28812423,2.8164325,3.6486156,0.5410291,0.15037112,17.34001756863219,30.69766541360439
4610,Morocco,MAR,1990,24570816.0,10.1,0.24096027,5.1833467,4.634342,0.74595857,0.15041049,48.93851193864625,79.82238530029478
4611,Morocco,MAR,1990,24570816.0,10.1,0.24096027,5.1833467,4.634342,0.74595857,0.15041049,59.11071597133042,78.40537014229375
4619,Morocco,MAR,1998,27791828.0,13.8,0.24187636,5.1750484,4.6682396,0.7464295,0.15609294,58.89891570499201,85.2624302299852
4620,Morocco,MAR,1998,27791828.0,13.8,0.24187636,5.1750484,4.6682396,0.7464295,0.15609294,68.43957322770967,84.32733717302334
4622,Morocco,MAR,2000,28554420.0,14.8,0.2420372,5.1605573,4.6740904,0.74655586,0.15737027,58.8501373604508,84.17921949932757
4623,Morocco,MAR,2000,28554420.0,14.8,0.2420372,5.1605573,4.6740904,0.74655586,0.15737027,68.19223430459861,83.29681256988886
4629,Morocco,MAR,2006,30833024.0,18.2,0.24130628,5.1297646,4.6938457,0.74647766,0.16245887,47.036925769751456,79.51278081863734
4630,Morocco,MAR,2006,30833024.0,18.2,0.24130628,5.1297646,4.6938457,0.74647766,0.16245887,59.16947106315769,78.16661166590625
4637,Morocco,MAR,2013,33803528.0,23.2,0.24155061,5.105123,4.735348,0.7457065,0.17622747,30.21383930282716,67.56322149663086
4638,Morocco,MAR,2013,33803528.0,23.2,0.24155061,5.105123,4.735348,0.7457065,0.17622747,42.103983706866174,65.75784632906091
